Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 7820
Event count: 4741863116

Overhead  Symbol
0.07%     libopusV2JNI.so[+170f8]
0.07%     libopusV2JNI.so[+1428c]
0.07%     libopusV2JNI.so[+b008]
0.07%     libopusV2JNI.so[+16e34]
0.07%     libopusV2JNI.so[+af98]
0.07%     libopusV2JNI.so[+14f80]
0.07%     libopusV2JNI.so[+16144]
0.07%     libopusV2JNI.so[+17094]
0.07%     libopusV2JNI.so[+1725c]
0.07%     libopusV2JNI.so[+17334]
0.07%     libopusV2JNI.so[+16e54]
0.06%     libopusV2JNI.so[+14414]
0.06%     libopusV2JNI.so[+16e3c]
0.06%     libopusV2JNI.so[+17254]
0.06%     libopusV2JNI.so[+16f60]
0.06%     libopusV2JNI.so[+16f54]
0.06%     libopusV2JNI.so[+15cd4]
0.06%     libopusV2JNI.so[+170f0]
0.06%     libopusV2JNI.so[+14058]
0.06%     libopusV2JNI.so[+15244]
0.06%     libopusV2JNI.so[+1709c]
0.06%     libopusV2JNI.so[+af88]
0.06%     libopusV2JNI.so[+16c68]
0.06%     libopusV2JNI.so[+1722c]
0.06%     libopusV2JNI.so[+169a4]
0.06%     libopusV2JNI.so[+afec]
0.06%     libopusV2JNI.so[+172d4]
0.06%     libopusV2JNI.so[+af48]
0.06%     libopusV2JNI.so[+15070]
0.06%     libopusV2JNI.so[+16c54]
0.06%     libopusV2JNI.so[+1502c]
0.06%     libopusV2JNI.so[+13b10]
0.06%     libopusV2JNI.so[+14f90]
0.06%     libopusV2JNI.so[+15238]
0.06%     libopusV2JNI.so[+16d48]
0.06%     libopusV2JNI.so[+134f0]
0.06%     libopusV2JNI.so[+e180]
0.06%     libopusV2JNI.so[+15928]
0.06%     libopusV2JNI.so[+14bac]
0.06%     libopusV2JNI.so[+150a0]
0.06%     libopusV2JNI.so[+15c94]
0.06%     libopusV2JNI.so[+169b0]
0.06%     libopusV2JNI.so[+16e44]
0.06%     libopusV2JNI.so[+169d0]
0.06%     libopusV2JNI.so[+150a8]
0.06%     libopusV2JNI.so[+bd40]
0.06%     libopusV2JNI.so[+115d0]
0.06%     libopusV2JNI.so[+15414]
0.06%     libopusV2JNI.so[+16a74]
0.06%     libopusV2JNI.so[+1249c]
0.06%     libopusV2JNI.so[+15f74]
0.06%     libopusV2JNI.so[+169ec]
0.06%     libopusV2JNI.so[+14184]
0.06%     libopusV2JNI.so[+144ac]
0.06%     libopusV2JNI.so[+15124]
0.06%     libopusV2JNI.so[+16f68]
