Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 5163
Event count: 2558029736

Overhead  Symbol
0.10%     art::ClassLinker::LinkVirtualMethods(art::Thread*, art::Handle<art::mirror::Class>, std::__1::unordered_map<unsigned long, art::ClassLinker::MethodTranslation, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, std::__1::allocator<std::__1::pair<unsigned long const, art::ClassLinker::MethodTranslation> > >*)
0.09%     art::Runtime::ProcessWeakClass(art::GcRoot<art::mirror::Class>*, art::IsMarkedVisitor*, art::mirror::Class*)
0.09%     mterp_op_iput_object_quick
0.09%     art::Monitor::GetHashCode()
0.09%     mterp_op_add_int_lit8
0.09%     art::FetchStackTraceVisitor::VisitFrame()
0.09%     art::ClassLinker::ResolveString(art::dex::StringIndex, art::ArtMethod*)
0.09%     bool art::ClassLinker::CheckInvokeClassMismatch<true, art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)1>(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>, art::ArtMethod*, art::InvokeType)::'lambda'()>(art::ObjPtr<art::mirror::DexCache>, art::InvokeType, art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)1>(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>, art::ArtMethod*, art::InvokeType)::'lambda'())
0.09%     void art::CheckedCall<int (void*, unsigned long, int), unsigned char*, unsigned long, int>(int  const(&)(void*, unsigned long, int), char const*, unsigned char*, unsigned long, int) (.llvm.54350446811162731)
0.09%     art::JNI<false>::ExceptionOccurred(_JNIEnv*)
0.09%     art::ClassLinker::DefineClass(art::Thread*, char const*, unsigned long, art::Handle<art::mirror::ClassLoader>, art::DexFile const&, art::dex::ClassDef const&)
0.09%     art::CharsetUtils_toUtf8Bytes(_JNIEnv*, _jclass*, _jstring*, int, int)
0.09%     mterp_op_invoke_virtual_range_quick
0.08%     art::jit::JitCodeCache::FreeAllMethodHeaders(std::__1::unordered_set<art::OatQuickMethodHeader*, std::__1::hash<art::OatQuickMethodHeader*>, std::__1::equal_to<art::OatQuickMethodHeader*>, std::__1::allocator<art::OatQuickMethodHeader*> > const&)
0.08%     art::RuntimeCallbacks::IsMethodBeingInspected(art::ArtMethod*)
0.08%     art::JNI<false>::GetByteArrayRegion(_JNIEnv*, _jbyteArray*, int, int, signed char*)
0.08%     MterpInvokeStaticRange
0.08%     MterpSPutObj
0.08%     mterp_op_if_ne
0.08%     art::CodeInfo::DecodeFrameInfo(unsigned char const*)
0.08%     art::jit::JitCodeCache::RemoveUnmarkedCode(art::Thread*)
0.08%     art::ArtMethod::IsOverridableByDefaultMethod()
0.08%     mterp_op_invoke_direct
0.08%     mterp_op_return_object
0.08%     art_quick_alloc_string_from_chars_region_tlab
0.08%     mterp_op_if_eq
0.08%     art::jit::Jit::MaybeDoOnStackReplacement(art::Thread*, art::ArtMethod*, unsigned int, int, art::JValue*)
0.07%     art::JNI<false>::ReleaseStringChars(_JNIEnv*, _jstring*, unsigned short const*)
0.07%     art::jit::JitMemoryRegion::CommitData(art::ArrayRef<unsigned char const>, std::__1::vector<art::Handle<art::mirror::Object>, std::__1::allocator<art::Handle<art::mirror::Object> > > const&, art::ArrayRef<unsigned char const>)
0.07%     art::JNI<false>::GetStringLength(_JNIEnv*, _jstring*)
0.07%     art::InlineInfo::GetArtMethod() const
0.07%     mterp_op_ushr_int_lit8
0.07%     art_quick_alloc_array_resolved16_region_tlab
0.07%     art::CumulativeLogger::AddLogger(art::TimingLogger const&)
0.07%     mterp_op_add_int_2addr
0.07%     art::ProfilingInfo::Create(art::Thread*, art::ArtMethod*, bool)
0.07%     mterp_op_monitor_exit
0.07%     art::MethodNameAndSignatureComparator::HasSameNameAndSignature(art::ArtMethod*)
0.07%     MterpIPutObj
0.07%     mterp_op_invoke_direct_range
0.07%     mterp_op_move_from16
